,date,state,cases_dif,deaths_dif
21393,2021-03-26,Oregon,490.0,3.0
21448,2021-03-27,Oregon,369.0,2.0
21503,2021-03-28,Oregon,215.0,0.0
21558,2021-03-29,Oregon,304.0,4.0
21613,2021-03-30,Oregon,326.0,5.0
21668,2021-03-31,Oregon,431.0,1.0
21723,2021-04-01,Oregon,511.0,2.0
21778,2021-04-02,Oregon,490.0,4.0
21833,2021-04-03,Oregon,466.0,4.0
21888,2021-04-04,Oregon,402.0,1.0
21943,2021-04-05,Oregon,337.0,2.0
21998,2021-04-06,Oregon,466.0,23.0
22053,2021-04-07,Oregon,444.0,14.0
22108,2021-04-08,Oregon,666.0,4.0
22163,2021-04-09,Oregon,543.0,1.0
22218,2021-04-10,Oregon,747.0,0.0
22273,2021-04-11,Oregon,483.0,0.0
22328,2021-04-12,Oregon,369.0,4.0
22383,2021-04-13,Oregon,467.0,3.0
22438,2021-04-14,Oregon,802.0,5.0
22493,2021-04-15,Oregon,726.0,4.0
22548,2021-04-16,Oregon,775.0,4.0
22603,2021-04-17,Oregon,794.0,1.0
22658,2021-04-18,Oregon,620.0,0.0
22713,2021-04-19,Oregon,559.0,2.0
22768,2021-04-20,Oregon,484.0,1.0
22823,2021-04-21,Oregon,974.0,8.0
22878,2021-04-22,Oregon,972.0,1.0
22933,2021-04-23,Oregon,1014.0,9.0
22988,2021-04-24,Oregon,806.0,3.0
23043,2021-04-25,Oregon,770.0,1.0
23098,2021-04-26,Oregon,713.0,4.0
23153,2021-04-27,Oregon,627.0,1.0
23208,2021-04-28,Oregon,920.0,4.0
23263,2021-04-29,Oregon,870.0,1.0
23318,2021-04-30,Oregon,1008.0,4.0
23373,2021-05-01,Oregon,783.0,3.0
23428,2021-05-02,Oregon,723.0,2.0
23483,2021-05-03,Oregon,579.0,2.0
23538,2021-05-04,Oregon,688.0,3.0
23593,2021-05-05,Oregon,849.0,5.0
23648,2021-05-06,Oregon,702.0,5.0
23703,2021-05-07,Oregon,902.0,8.0
23758,2021-05-08,Oregon,740.0,3.0
23813,2021-05-09,Oregon,601.0,1.0
23868,2021-05-10,Oregon,432.0,6.0
23923,2021-05-11,Oregon,579.0,10.0
23978,2021-05-12,Oregon,598.0,8.0
24033,2021-05-13,Oregon,718.0,11.0
24088,2021-05-14,Oregon,810.0,20.0
24143,2021-05-15,Oregon,637.0,2.0
24198,2021-05-16,Oregon,505.0,2.0
24253,2021-05-17,Oregon,320.0,14.0
24308,2021-05-18,Oregon,401.0,2.0
24363,2021-05-19,Oregon,440.0,9.0
24418,2021-05-20,Oregon,511.0,5.0
24473,2021-05-21,Oregon,495.0,5.0
24528,2021-05-22,Oregon,505.0,5.0
24583,2021-05-23,Oregon,333.0,2.0
24638,2021-05-24,Oregon,357.0,7.0
24693,2021-05-25,Oregon,362.0,3.0
24748,2021-05-26,Oregon,450.0,13.0
24803,2021-05-27,Oregon,361.0,12.0
24858,2021-05-28,Oregon,413.0,2.0
24913,2021-05-29,Oregon,373.0,1.0
24968,2021-05-30,Oregon,255.0,2.0
25023,2021-05-31,Oregon,301.0,16.0
25078,2021-06-01,Oregon,140.0,3.0
25133,2021-06-02,Oregon,377.0,3.0
25188,2021-06-03,Oregon,208.0,5.0
25243,2021-06-04,Oregon,476.0,6.0
25298,2021-06-05,Oregon,271.0,1.0
25353,2021-06-06,Oregon,219.0,1.0
25408,2021-06-07,Oregon,159.0,5.0
25463,2021-06-08,Oregon,268.0,5.0
25518,2021-06-09,Oregon,337.0,17.0
25573,2021-06-10,Oregon,301.0,5.0
25628,2021-06-11,Oregon,336.0,5.0
25683,2021-06-12,Oregon,245.0,3.0
25738,2021-06-13,Oregon,132.0,0.0
25793,2021-06-14,Oregon,124.0,0.0
25848,2021-06-15,Oregon,305.0,5.0
25903,2021-06-16,Oregon,321.0,11.0
25958,2021-06-17,Oregon,258.0,1.0
26013,2021-06-18,Oregon,261.0,4.0
26068,2021-06-19,Oregon,282.0,3.0
26123,2021-06-20,Oregon,196.0,1.0
26178,2021-06-21,Oregon,77.0,2.0
26233,2021-06-22,Oregon,252.0,0.0
26288,2021-06-23,Oregon,311.0,4.0
26343,2021-06-24,Oregon,200.0,1.0
26398,2021-06-25,Oregon,267.0,1.0
26453,2021-06-26,Oregon,187.0,2.0
26508,2021-06-27,Oregon,121.0,0.0
26563,2021-06-28,Oregon,118.0,2.0
26618,2021-06-29,Oregon,194.0,3.0
26673,2021-06-30,Oregon,176.0,4.0
26728,2021-07-01,Oregon,220.0,5.0
26783,2021-07-02,Oregon,182.0,3.0
26838,2021-07-03,Oregon,0.0,0.0
26893,2021-07-04,Oregon,0.0,0.0
26948,2021-07-05,Oregon,0.0,0.0
27003,2021-07-06,Oregon,479.0,1.0
27058,2021-07-07,Oregon,239.0,6.0
27113,2021-07-08,Oregon,242.0,1.0
27168,2021-07-09,Oregon,245.0,3.0
27223,2021-07-10,Oregon,0.0,0.0
27278,2021-07-11,Oregon,0.0,0.0
27333,2021-07-12,Oregon,507.0,4.0
27388,2021-07-13,Oregon,318.0,3.0
27443,2021-07-14,Oregon,245.0,1.0
27498,2021-07-15,Oregon,297.0,7.0
27553,2021-07-16,Oregon,376.0,11.0
27608,2021-07-17,Oregon,0.0,0.0
27663,2021-07-18,Oregon,0.0,0.0
27718,2021-07-19,Oregon,725.0,9.0
27773,2021-07-20,Oregon,584.0,6.0
27828,2021-07-21,Oregon,391.0,1.0
27883,2021-07-22,Oregon,533.0,1.0
27938,2021-07-23,Oregon,606.0,2.0
27993,2021-07-24,Oregon,0.0,0.0
28048,2021-07-25,Oregon,0.0,0.0
28103,2021-07-26,Oregon,984.0,0.0
28158,2021-07-27,Oregon,1022.0,5.0
28213,2021-07-28,Oregon,815.0,6.0
28268,2021-07-29,Oregon,999.0,6.0
28323,2021-07-30,Oregon,1067.0,2.0
28378,2021-07-31,Oregon,-1.0,0.0
28433,2021-08-01,Oregon,0.0,0.0
28488,2021-08-02,Oregon,2044.0,4.0
28543,2021-08-03,Oregon,1565.0,9.0
28598,2021-08-04,Oregon,1183.0,5.0
28653,2021-08-05,Oregon,1372.0,8.0
28708,2021-08-06,Oregon,980.0,3.0
28763,2021-08-07,Oregon,0.0,0.0
28818,2021-08-08,Oregon,0.0,0.0
28873,2021-08-09,Oregon,3204.0,14.0
28928,2021-08-10,Oregon,2333.0,8.0
28983,2021-08-11,Oregon,1957.0,7.0
29038,2021-08-12,Oregon,2305.0,8.0
29093,2021-08-13,Oregon,1765.0,6.0
29148,2021-08-14,Oregon,0.0,0.0
29203,2021-08-15,Oregon,0.0,0.0
29258,2021-08-16,Oregon,4380.0,13.0
29313,2021-08-17,Oregon,2915.0,15.0
29368,2021-08-18,Oregon,2108.0,11.0
29423,2021-08-19,Oregon,2969.0,19.0
29478,2021-08-20,Oregon,2142.0,17.0
29533,2021-08-21,Oregon,0.0,0.0
29588,2021-08-22,Oregon,0.0,0.0
29643,2021-08-23,Oregon,4667.0,23.0
29698,2021-08-24,Oregon,2781.0,29.0
29753,2021-08-25,Oregon,2739.0,18.0
29808,2021-08-26,Oregon,2046.0,9.0
29863,2021-08-27,Oregon,3191.0,18.0
29918,2021-08-28,Oregon,0.0,0.0
29973,2021-08-29,Oregon,0.0,0.0
30028,2021-08-30,Oregon,5495.0,40.0
30083,2021-08-31,Oregon,2391.0,41.0
30138,2021-09-01,Oregon,2800.0,22.0
30193,2021-09-02,Oregon,2426.0,24.0
30248,2021-09-03,Oregon,2360.0,24.0
30303,2021-09-04,Oregon,0.0,0.0
30358,2021-09-05,Oregon,0.0,0.0
30413,2021-09-06,Oregon,0.0,0.0
30468,2021-09-07,Oregon,5776.0,54.0
30523,2021-09-08,Oregon,2329.0,47.0
30578,2021-09-09,Oregon,2414.0,20.0
30633,2021-09-10,Oregon,2433.0,17.0
30688,2021-09-11,Oregon,0.0,0.0
30743,2021-09-12,Oregon,0.0,0.0
30798,2021-09-13,Oregon,4679.0,32.0
30853,2021-09-14,Oregon,2028.0,44.0
30908,2021-09-15,Oregon,2028.0,43.0
30963,2021-09-16,Oregon,2208.0,10.0
31018,2021-09-17,Oregon,2073.0,21.0
31073,2021-09-18,Oregon,0.0,0.0
31128,2021-09-19,Oregon,0.0,0.0
31183,2021-09-20,Oregon,3320.0,25.0
31238,2021-09-21,Oregon,1680.0,30.0
31294,2021-09-22,Oregon,2266.0,25.0
31350,2021-09-23,Oregon,1808.0,12.0
31406,2021-09-24,Oregon,2075.0,21.0
31462,2021-09-25,Oregon,0.0,0.0
31518,2021-09-26,Oregon,0.0,0.0
31574,2021-09-27,Oregon,3581.0,27.0
31630,2021-09-28,Oregon,1620.0,41.0
31686,2021-09-29,Oregon,1993.0,21.0
31742,2021-09-30,Oregon,1870.0,20.0
31798,2021-10-01,Oregon,1655.0,24.0
31854,2021-10-02,Oregon,0.0,0.0
31910,2021-10-03,Oregon,0.0,0.0
31966,2021-10-04,Oregon,3262.0,8.0
32022,2021-10-05,Oregon,1627.0,44.0
32078,2021-10-06,Oregon,1532.0,33.0
32134,2021-10-07,Oregon,1426.0,59.0
32190,2021-10-08,Oregon,1557.0,23.0
32246,2021-10-09,Oregon,0.0,0.0
32302,2021-10-10,Oregon,0.0,0.0
32358,2021-10-11,Oregon,2880.0,20.0
32414,2021-10-12,Oregon,1351.0,82.0
32470,2021-10-13,Oregon,1136.0,33.0
32526,2021-10-14,Oregon,1136.0,24.0
32582,2021-10-15,Oregon,1150.0,20.0
32638,2021-10-16,Oregon,0.0,0.0
32694,2021-10-17,Oregon,0.0,0.0
32750,2021-10-18,Oregon,3260.0,24.0
32806,2021-10-19,Oregon,1342.0,41.0
32862,2021-10-20,Oregon,1313.0,9.0
32918,2021-10-21,Oregon,1380.0,40.0
32974,2021-10-22,Oregon,1465.0,9.0
33030,2021-10-23,Oregon,0.0,0.0
33086,2021-10-24,Oregon,0.0,0.0
33142,2021-10-25,Oregon,2207.0,11.0
33198,2021-10-26,Oregon,1507.0,23.0
33254,2021-10-27,Oregon,1321.0,16.0
33310,2021-10-28,Oregon,1087.0,24.0
33366,2021-10-29,Oregon,1405.0,14.0
33422,2021-10-30,Oregon,0.0,0.0
33478,2021-10-31,Oregon,0.0,0.0
33534,2021-11-01,Oregon,2557.0,5.0
33590,2021-11-02,Oregon,1086.0,28.0
33646,2021-11-03,Oregon,1119.0,64.0
33702,2021-11-04,Oregon,1186.0,74.0
33758,2021-11-05,Oregon,1136.0,19.0
33814,2021-11-06,Oregon,0.0,0.0
33870,2021-11-07,Oregon,0.0,0.0
33926,2021-11-08,Oregon,2116.0,58.0
33982,2021-11-09,Oregon,1104.0,35.0
34038,2021-11-10,Oregon,1015.0,75.0
34094,2021-11-11,Oregon,0.0,0.0
34150,2021-11-12,Oregon,1802.0,20.0
34206,2021-11-13,Oregon,0.0,0.0
34262,2021-11-14,Oregon,0.0,0.0
34318,2021-11-15,Oregon,1917.0,53.0
34374,2021-11-16,Oregon,775.0,52.0
34430,2021-11-17,Oregon,976.0,18.0
34486,2021-11-18,Oregon,1148.0,13.0
34542,2021-11-19,Oregon,1072.0,28.0
34598,2021-11-20,Oregon,0.0,0.0
34654,2021-11-21,Oregon,0.0,0.0
34710,2021-11-22,Oregon,1728.0,103.0
34766,2021-11-23,Oregon,844.0,49.0
34822,2021-11-24,Oregon,851.0,50.0
34878,2021-11-25,Oregon,0.0,0.0
34934,2021-11-26,Oregon,0.0,0.0
34990,2021-11-27,Oregon,0.0,0.0
35046,2021-11-28,Oregon,0.0,0.0
35102,2021-11-29,Oregon,2581.0,26.0
35158,2021-11-30,Oregon,1033.0,19.0
35214,2021-12-01,Oregon,1098.0,25.0
35270,2021-12-02,Oregon,1035.0,42.0
35326,2021-12-03,Oregon,1337.0,15.0
35382,2021-12-04,Oregon,0.0,0.0
35438,2021-12-05,Oregon,0.0,0.0
35494,2021-12-06,Oregon,1932.0,25.0
35550,2021-12-07,Oregon,920.0,31.0
35606,2021-12-08,Oregon,841.0,19.0
35662,2021-12-09,Oregon,1099.0,38.0
35718,2021-12-10,Oregon,827.0,25.0
35774,2021-12-11,Oregon,0.0,0.0
35830,2021-12-12,Oregon,0.0,0.0
35886,2021-12-13,Oregon,1376.0,39.0
35942,2021-12-14,Oregon,872.0,49.0
35998,2021-12-15,Oregon,893.0,39.0
36054,2021-12-16,Oregon,900.0,19.0
36110,2021-12-17,Oregon,1063.0,4.0
36166,2021-12-18,Oregon,0.0,0.0
36222,2021-12-19,Oregon,0.0,0.0
36278,2021-12-20,Oregon,1861.0,3.0
36334,2021-12-21,Oregon,916.0,25.0
36390,2021-12-22,Oregon,1163.0,31.0
36446,2021-12-23,Oregon,1333.0,8.0
36502,2021-12-24,Oregon,0.0,0.0
36558,2021-12-25,Oregon,0.0,0.0
36614,2021-12-26,Oregon,0.0,0.0
36670,2021-12-27,Oregon,3575.0,25.0
36726,2021-12-28,Oregon,1880.0,8.0
242,2020-03-01,Florida,,
255,2020-03-02,Florida,0.0,0.0
270,2020-03-03,Florida,1.0,0.0
286,2020-03-04,Florida,0.0,0.0
304,2020-03-05,Florida,1.0,0.0
325,2020-03-06,Florida,3.0,2.0
354,2020-03-07,Florida,5.0,0.0
388,2020-03-08,Florida,1.0,0.0
423,2020-03-09,Florida,1.0,0.0
460,2020-03-10,Florida,9.0,0.0
501,2020-03-11,Florida,3.0,0.0
547,2020-03-12,Florida,20.0,0.0
595,2020-03-13,Florida,24.0,0.0
646,2020-03-14,Florida,0.0,1.0
698,2020-03-15,Florida,39.0,0.0
751,2020-03-16,Florida,32.0,1.0
804,2020-03-17,Florida,69.0,2.0
858,2020-03-18,Florida,116.0,1.0
912,2020-03-19,Florida,108.0,1.0
966,2020-03-20,Florida,130.0,1.0
1020,2020-03-21,Florida,200.0,2.0
1074,2020-03-22,Florida,236.0,2.0
1128,2020-03-23,Florida,222.0,5.0
1182,2020-03-24,Florida,245.0,2.0
1236,2020-03-25,Florida,504.0,3.0
1290,2020-03-26,Florida,507.0,6.0
1344,2020-03-27,Florida,720.0,17.0
1398,2020-03-28,Florida,840.0,10.0
1453,2020-03-29,Florida,905.0,4.0
1508,2020-03-30,Florida,752.0,12.0
1563,2020-03-31,Florida,1047.0,13.0
1618,2020-04-01,Florida,1027.0,15.0
1673,2020-04-02,Florida,1231.0,44.0
1728,2020-04-03,Florida,1260.0,25.0
1783,2020-04-04,Florida,1277.0,25.0
1838,2020-04-05,Florida,805.0,26.0
1893,2020-04-06,Florida,1279.0,33.0
1948,2020-04-07,Florida,1118.0,42.0
2003,2020-04-08,Florida,951.0,27.0
2058,2020-04-09,Florida,1129.0,48.0
2113,2020-04-10,Florida,1141.0,48.0
2168,2020-04-11,Florida,1018.0,27.0
2223,2020-04-12,Florida,877.0,15.0
2278,2020-04-13,Florida,1156.0,38.0
2333,2020-04-14,Florida,609.0,72.0
2388,2020-04-15,Florida,906.0,43.0
2443,2020-04-16,Florida,806.0,54.0
2498,2020-04-17,Florida,1413.0,58.0
2553,2020-04-18,Florida,739.0,22.0
2608,2020-04-19,Florida,822.0,26.0
2663,2020-04-20,Florida,744.0,49.0
2718,2020-04-21,Florida,811.0,44.0
2773,2020-04-22,Florida,440.0,60.0
2828,2020-04-23,Florida,1339.0,60.0
2883,2020-04-24,Florida,885.0,59.0
2938,2020-04-25,Florida,306.0,9.0
2993,2020-04-26,Florida,689.0,19.0
3048,2020-04-27,Florida,610.0,14.0
3103,2020-04-28,Florida,708.0,83.0
3158,2020-04-29,Florida,347.0,46.0
3213,2020-04-30,Florida,498.0,51.0
3268,2020-05-01,Florida,1037.0,46.0
3323,2020-05-02,Florida,735.0,50.0
3378,2020-05-03,Florida,615.0,15.0
3433,2020-05-04,Florida,819.0,20.0
3488,2020-05-05,Florida,542.0,72.0
3543,2020-05-06,Florida,563.0,68.0
3598,2020-05-07,Florida,826.0,61.0
3653,2020-05-08,Florida,371.0,69.0
3708,2020-05-09,Florida,802.0,46.0
3763,2020-05-10,Florida,595.0,6.0
3818,2020-05-11,Florida,386.0,14.0
3873,2020-05-12,Florida,941.0,44.0
3928,2020-05-13,Florida,479.0,48.0
3983,2020-05-14,Florida,808.0,48.0
4038,2020-05-15,Florida,928.0,42.0
4093,2020-05-16,Florida,673.0,47.0
4148,2020-05-17,Florida,777.0,9.0
4203,2020-05-18,Florida,854.0,24.0
4258,2020-05-19,Florida,502.0,55.0
4313,2020-05-20,Florida,527.0,44.0
4368,2020-05-21,Florida,1204.0,48.0
4423,2020-05-22,Florida,776.0,46.0
4478,2020-05-23,Florida,676.0,43.0
4533,2020-05-24,Florida,740.0,4.0
4588,2020-05-25,Florida,879.0,15.0
4643,2020-05-26,Florida,509.0,7.0
4698,2020-05-27,Florida,379.0,60.0
4753,2020-05-28,Florida,651.0,45.0
4808,2020-05-29,Florida,1212.0,49.0
4863,2020-05-30,Florida,927.0,34.0
4918,2020-05-31,Florida,739.0,4.0
4973,2020-06-01,Florida,667.0,9.0
5028,2020-06-02,Florida,617.0,70.0
5083,2020-06-03,Florida,1317.0,36.0
5138,2020-06-04,Florida,1419.0,41.0
5193,2020-06-05,Florida,1305.0,53.0
5248,2020-06-06,Florida,1270.0,28.0
5303,2020-06-07,Florida,1180.0,12.0
5358,2020-06-08,Florida,966.0,12.0
5413,2020-06-09,Florida,1096.0,53.0
5468,2020-06-10,Florida,1371.0,36.0
5523,2020-06-11,Florida,1698.0,47.0
5578,2020-06-12,Florida,1902.0,29.0
5633,2020-06-13,Florida,2581.0,48.0
5688,2020-06-14,Florida,2016.0,6.0
5743,2020-06-15,Florida,1758.0,7.0
5798,2020-06-16,Florida,2783.0,55.0
5853,2020-06-17,Florida,2610.0,25.0
5908,2020-06-18,Florida,3207.0,43.0
5963,2020-06-19,Florida,3822.0,43.0
6018,2020-06-20,Florida,4049.0,40.0
6073,2020-06-21,Florida,3494.0,17.0
6128,2020-06-22,Florida,2926.0,12.0
6183,2020-06-23,Florida,3286.0,65.0
6238,2020-06-24,Florida,5511.0,43.0
6293,2020-06-25,Florida,5004.0,46.0
6348,2020-06-26,Florida,8942.0,39.0
6403,2020-06-27,Florida,9585.0,24.0
6458,2020-06-28,Florida,8530.0,29.0
6513,2020-06-29,Florida,5266.0,28.0
6568,2020-06-30,Florida,6093.0,58.0
6623,2020-07-01,Florida,6563.0,45.0
6678,2020-07-02,Florida,10109.0,67.0
6733,2020-07-03,Florida,9488.0,67.0
6788,2020-07-04,Florida,11458.0,18.0
6843,2020-07-05,Florida,10059.0,29.0
6898,2020-07-06,Florida,6336.0,47.0
6953,2020-07-07,Florida,7347.0,63.0
7008,2020-07-08,Florida,9989.0,48.0
7063,2020-07-09,Florida,8935.0,120.0
7118,2020-07-10,Florida,11433.0,93.0
7173,2020-07-11,Florida,10360.0,95.0
7228,2020-07-12,Florida,15300.0,45.0
7283,2020-07-13,Florida,12624.0,35.0
7338,2020-07-14,Florida,9194.0,132.0
7393,2020-07-15,Florida,10181.0,112.0
7448,2020-07-16,Florida,13965.0,156.0
7503,2020-07-17,Florida,11466.0,128.0
7558,2020-07-18,Florida,10328.0,90.0
7613,2020-07-19,Florida,12478.0,87.0
7668,2020-07-20,Florida,10347.0,90.0
7723,2020-07-21,Florida,9440.0,134.0
7778,2020-07-22,Florida,9785.0,139.0
7833,2020-07-23,Florida,10249.0,173.0
7888,2020-07-24,Florida,12444.0,135.0
7943,2020-07-25,Florida,12199.0,124.0
7998,2020-07-26,Florida,9344.0,77.0
8053,2020-07-27,Florida,8892.0,77.0
8108,2020-07-28,Florida,9230.0,186.0
8163,2020-07-29,Florida,9446.0,216.0
8218,2020-07-30,Florida,9956.0,253.0
8273,2020-07-31,Florida,9007.0,257.0
8328,2020-08-01,Florida,9642.0,179.0
8383,2020-08-02,Florida,7104.0,62.0
8438,2020-08-03,Florida,4752.0,73.0
8493,2020-08-04,Florida,5446.0,245.0
8548,2020-08-05,Florida,5409.0,225.0
8603,2020-08-06,Florida,7650.0,120.0
8658,2020-08-07,Florida,7686.0,180.0
8713,2020-08-08,Florida,8502.0,182.0
8768,2020-08-09,Florida,6229.0,77.0
8823,2020-08-10,Florida,4155.0,91.0
8878,2020-08-11,Florida,5831.0,276.0
8933,2020-08-12,Florida,8109.0,212.0
8988,2020-08-13,Florida,6236.0,148.0
9043,2020-08-14,Florida,6148.0,228.0
9098,2020-08-15,Florida,6352.0,204.0
9153,2020-08-16,Florida,3779.0,107.0
9208,2020-08-17,Florida,2678.0,87.0
9263,2020-08-18,Florida,3838.0,219.0
9318,2020-08-19,Florida,4115.0,174.0
9373,2020-08-20,Florida,4555.0,117.0
9428,2020-08-21,Florida,4684.0,119.0
9483,2020-08-22,Florida,4311.0,106.0
9538,2020-08-23,Florida,2974.0,51.0
9593,2020-08-24,Florida,2258.0,72.0
9648,2020-08-25,Florida,2673.0,183.0
9703,2020-08-26,Florida,3220.0,153.0
9758,2020-08-27,Florida,3269.0,135.0
9813,2020-08-28,Florida,3815.0,89.0
9868,2020-08-29,Florida,3197.0,148.0
9923,2020-08-30,Florida,2583.0,14.0
9978,2020-08-31,Florida,1885.0,68.0
10033,2020-09-01,Florida,7569.0,187.0
10088,2020-09-02,Florida,2402.0,127.0
10143,2020-09-03,Florida,3571.0,149.0
10198,2020-09-04,Florida,3198.0,100.0
10253,2020-09-05,Florida,3656.0,61.0
10308,2020-09-06,Florida,2564.0,38.0
10363,2020-09-07,Florida,1838.0,22.0
10418,2020-09-08,Florida,1823.0,44.0
10473,2020-09-09,Florida,2056.0,200.0
10528,2020-09-10,Florida,2583.0,211.0
10583,2020-09-11,Florida,3650.0,176.0
10638,2020-09-12,Florida,3190.0,98.0
10693,2020-09-13,Florida,2423.0,8.0
10748,2020-09-14,Florida,1736.0,34.0
10803,2020-09-15,Florida,3116.0,145.0
10858,2020-09-16,Florida,2355.0,152.0
10913,2020-09-17,Florida,3255.0,147.0
10968,2020-09-18,Florida,3204.0,139.0
11023,2020-09-19,Florida,3573.0,62.0
11078,2020-09-20,Florida,2521.0,9.0
11133,2020-09-21,Florida,1685.0,21.0
11188,2020-09-22,Florida,2470.0,99.0
11243,2020-09-23,Florida,2590.0,202.0
11298,2020-09-24,Florida,2541.0,177.0
11353,2020-09-25,Florida,2847.0,120.0
11408,2020-09-26,Florida,2795.0,107.0
11463,2020-09-27,Florida,1882.0,10.0
11518,2020-09-28,Florida,738.0,5.0
11573,2020-09-29,Florida,3266.0,106.0
11628,2020-09-30,Florida,1948.0,174.0
11683,2020-10-01,Florida,2628.0,127.0
11738,2020-10-02,Florida,2660.0,110.0
11793,2020-10-03,Florida,2787.0,74.0
11848,2020-10-04,Florida,1868.0,43.0
11903,2020-10-05,Florida,1415.0,41.0
11958,2020-10-06,Florida,2251.0,55.0
12013,2020-10-07,Florida,2582.0,137.0
12068,2020-10-08,Florida,3306.0,164.0
12123,2020-10-09,Florida,2908.0,118.0
12178,2020-10-10,Florida,0.0,0.0
12233,2020-10-11,Florida,5570.0,178.0
12288,2020-10-12,Florida,1533.0,48.0
12343,2020-10-13,Florida,2725.0,119.0
12398,2020-10-14,Florida,2883.0,64.0
12453,2020-10-15,Florida,3356.0,141.0
12508,2020-10-16,Florida,3449.0,94.0
12563,2020-10-17,Florida,4044.0,87.0
12618,2020-10-18,Florida,2539.0,50.0
12673,2020-10-19,Florida,1707.0,54.0
12728,2020-10-20,Florida,3662.0,84.0
12783,2020-10-21,Florida,2144.0,105.0
12838,2020-10-22,Florida,5558.0,57.0
12893,2020-10-23,Florida,3689.0,73.0
12948,2020-10-24,Florida,4471.0,77.0
13003,2020-10-25,Florida,2385.0,12.0
13058,2020-10-26,Florida,3377.0,20.0
13113,2020-10-27,Florida,4298.0,56.0
13168,2020-10-28,Florida,4115.0,66.0
13223,2020-10-29,Florida,4198.0,77.0
13278,2020-10-30,Florida,5592.0,72.0
13333,2020-10-31,Florida,2331.0,41.0
13388,2020-11-01,Florida,4865.0,28.0
13443,2020-11-02,Florida,4651.0,45.0
13498,2020-11-03,Florida,4637.0,56.0
13553,2020-11-04,Florida,4423.0,32.0
13608,2020-11-05,Florida,6257.0,39.0
13663,2020-11-06,Florida,5245.0,53.0
13718,2020-11-07,Florida,4452.0,86.0
13773,2020-11-08,Florida,6820.0,21.0
13828,2020-11-09,Florida,3924.0,58.0
13883,2020-11-10,Florida,4353.0,69.0
13938,2020-11-11,Florida,5838.0,52.0
13993,2020-11-12,Florida,5607.0,72.0
14048,2020-11-13,Florida,6933.0,73.0
14103,2020-11-14,Florida,4544.0,44.0
14158,2020-11-15,Florida,10105.0,29.0
14213,2020-11-16,Florida,4663.0,41.0
14268,2020-11-17,Florida,7459.0,85.0
14323,2020-11-18,Florida,7925.0,87.0
14378,2020-11-19,Florida,9085.0,79.0
14433,2020-11-20,Florida,9085.0,79.0
14488,2020-11-21,Florida,8409.0,41.0
14543,2020-11-22,Florida,6587.0,61.0
14598,2020-11-23,Florida,6331.0,94.0
14653,2020-11-24,Florida,8555.0,72.0
14708,2020-11-25,Florida,8376.0,97.0
14763,2020-11-26,Florida,0.0,0.0
14818,2020-11-27,Florida,17344.0,109.0
14873,2020-11-28,Florida,6277.0,79.0
14928,2020-11-29,Florida,7363.0,58.0
14983,2020-11-30,Florida,6659.0,97.0
15038,2020-12-01,Florida,8847.0,82.0
15093,2020-12-02,Florida,9994.0,97.0
15148,2020-12-03,Florida,10870.0,98.0
15203,2020-12-04,Florida,10177.0,120.0
15258,2020-12-05,Florida,10431.0,90.0
15313,2020-12-06,Florida,8436.0,93.0
15368,2020-12-07,Florida,7711.0,105.0
15423,2020-12-08,Florida,7985.0,96.0
15478,2020-12-09,Florida,9592.0,84.0
15533,2020-12-10,Florida,11335.0,129.0
15588,2020-12-11,Florida,11699.0,123.0
15643,2020-12-12,Florida,10577.0,71.0
15698,2020-12-13,Florida,8958.0,81.0
15753,2020-12-14,Florida,8452.0,137.0
15808,2020-12-15,Florida,9411.0,79.0
15863,2020-12-16,Florida,11541.0,122.0
15918,2020-12-17,Florida,13148.0,101.0
15973,2020-12-18,Florida,13000.0,96.0
16028,2020-12-19,Florida,11682.0,72.0
16083,2020-12-20,Florida,8401.0,95.0
16138,2020-12-21,Florida,11015.0,112.0
16193,2020-12-22,Florida,10434.0,74.0
16248,2020-12-23,Florida,11384.0,120.0
16303,2020-12-24,Florida,13147.0,121.0
16358,2020-12-25,Florida,0.0,0.0
16413,2020-12-26,Florida,17042.0,140.0
16468,2020-12-27,Florida,7391.0,77.0
16523,2020-12-28,Florida,8198.0,96.0
16578,2020-12-29,Florida,12075.0,101.0
16633,2020-12-30,Florida,13871.0,137.0
16688,2020-12-31,Florida,17192.0,127.0
16743,2021-01-01,Florida,0.0,0.0
16798,2021-01-02,Florida,31518.0,217.0
16853,2021-01-03,Florida,10603.0,97.0
16908,2021-01-04,Florida,11256.0,103.0
16963,2021-01-05,Florida,15431.0,98.0
17018,2021-01-06,Florida,17783.0,129.0
17073,2021-01-07,Florida,19816.0,164.0
17128,2021-01-08,Florida,19530.0,185.0
17183,2021-01-09,Florida,15445.0,138.0
17238,2021-01-10,Florida,12313.0,108.0
17293,2021-01-11,Florida,11576.0,159.0
17348,2021-01-12,Florida,14896.0,156.0
17403,2021-01-13,Florida,13990.0,169.0
17458,2021-01-14,Florida,13720.0,217.0
17513,2021-01-15,Florida,16875.0,186.0
17568,2021-01-16,Florida,12119.0,205.0
17623,2021-01-17,Florida,11093.0,133.0
17678,2021-01-18,Florida,8002.0,137.0
17733,2021-01-19,Florida,9816.0,162.0
17788,2021-01-20,Florida,11914.0,142.0
17843,2021-01-21,Florida,12873.0,161.0
17898,2021-01-22,Florida,13719.0,272.0
17953,2021-01-23,Florida,12311.0,153.0
18008,2021-01-24,Florida,9535.0,129.0
