,date,state,cases_dif,deaths_dif
24646,2021-05-24,Utah,148.0,2.0
24701,2021-05-25,Utah,185.0,0.0
24756,2021-05-26,Utah,268.0,0.0
24811,2021-05-27,Utah,309.0,2.0
24866,2021-05-28,Utah,272.0,3.0
24921,2021-05-29,Utah,192.0,4.0
24976,2021-05-30,Utah,176.0,0.0
25031,2021-05-31,Utah,143.0,1.0
25086,2021-06-01,Utah,112.0,0.0
25141,2021-06-02,Utah,200.0,3.0
25196,2021-06-03,Utah,343.0,3.0
25251,2021-06-04,Utah,288.0,3.0
25306,2021-06-05,Utah,306.0,0.0
25361,2021-06-06,Utah,223.0,0.0
25416,2021-06-07,Utah,174.0,2.0
25471,2021-06-08,Utah,252.0,3.0
25526,2021-06-09,Utah,361.0,2.0
25581,2021-06-10,Utah,313.0,1.0
25636,2021-06-11,Utah,266.0,0.0
25691,2021-06-12,Utah,357.0,4.0
25746,2021-06-13,Utah,194.0,0.0
25801,2021-06-14,Utah,169.0,0.0
25856,2021-06-15,Utah,237.0,0.0
25911,2021-06-16,Utah,412.0,1.0
25966,2021-06-17,Utah,369.0,0.0
26021,2021-06-18,Utah,325.0,2.0
26076,2021-06-19,Utah,290.0,2.0
26131,2021-06-20,Utah,249.0,2.0
26186,2021-06-21,Utah,160.0,0.0
26241,2021-06-22,Utah,249.0,3.0
26296,2021-06-23,Utah,527.0,3.0
26351,2021-06-24,Utah,462.0,1.0
26406,2021-06-25,Utah,309.0,14.0
26461,2021-06-26,Utah,352.0,4.0
26516,2021-06-27,Utah,282.0,8.0
26571,2021-06-28,Utah,254.0,2.0
26626,2021-06-29,Utah,361.0,3.0
26681,2021-06-30,Utah,574.0,3.0
26736,2021-07-01,Utah,540.0,4.0
26791,2021-07-02,Utah,431.0,3.0
26846,2021-07-03,Utah,0.0,0.0
26901,2021-07-04,Utah,0.0,0.0
26956,2021-07-05,Utah,0.0,0.0
27011,2021-07-06,Utah,1149.0,7.0
27066,2021-07-07,Utah,394.0,2.0
27121,2021-07-08,Utah,668.0,2.0
27176,2021-07-09,Utah,655.0,4.0
27231,2021-07-10,Utah,0.0,0.0
27286,2021-07-11,Utah,0.0,0.0
27341,2021-07-12,Utah,1238.0,6.0
27396,2021-07-13,Utah,471.0,3.0
27451,2021-07-14,Utah,637.0,5.0
27506,2021-07-15,Utah,653.0,3.0
27561,2021-07-16,Utah,668.0,3.0
27616,2021-07-17,Utah,-24.0,0.0
27671,2021-07-18,Utah,0.0,0.0
27726,2021-07-19,Utah,1552.0,3.0
27781,2021-07-20,Utah,559.0,4.0
27836,2021-07-21,Utah,873.0,4.0
27891,2021-07-22,Utah,815.0,1.0
27946,2021-07-23,Utah,0.0,0.0
28001,2021-07-24,Utah,0.0,0.0
28056,2021-07-25,Utah,0.0,0.0
28111,2021-07-26,Utah,2269.0,9.0
28166,2021-07-27,Utah,614.0,7.0
28221,2021-07-28,Utah,843.0,6.0
28276,2021-07-29,Utah,1113.0,3.0
28331,2021-07-30,Utah,1211.0,1.0
28386,2021-07-31,Utah,0.0,0.0
28441,2021-08-01,Utah,0.0,0.0
28496,2021-08-02,Utah,2244.0,15.0
28551,2021-08-03,Utah,728.0,5.0
28606,2021-08-04,Utah,1051.0,8.0
28661,2021-08-05,Utah,1096.0,7.0
28716,2021-08-06,Utah,893.0,8.0
28771,2021-08-07,Utah,0.0,0.0
28826,2021-08-08,Utah,0.0,0.0
28881,2021-08-09,Utah,2019.0,9.0
28936,2021-08-10,Utah,634.0,8.0
28991,2021-08-11,Utah,1115.0,7.0
29046,2021-08-12,Utah,1243.0,3.0
29101,2021-08-13,Utah,901.0,4.0
29156,2021-08-14,Utah,-4.0,0.0
29211,2021-08-15,Utah,0.0,0.0
29266,2021-08-16,Utah,2423.0,12.0
29321,2021-08-17,Utah,963.0,0.0
29376,2021-08-18,Utah,1489.0,12.0
29431,2021-08-19,Utah,1282.0,14.0
29486,2021-08-20,Utah,1116.0,9.0
29541,2021-08-21,Utah,0.0,0.0
29596,2021-08-22,Utah,0.0,0.0
29651,2021-08-23,Utah,2718.0,12.0
29706,2021-08-24,Utah,1141.0,9.0
29761,2021-08-25,Utah,1585.0,12.0
29816,2021-08-26,Utah,1491.0,10.0
29871,2021-08-27,Utah,1286.0,8.0
29926,2021-08-28,Utah,0.0,0.0
29981,2021-08-29,Utah,0.0,0.0
30036,2021-08-30,Utah,3331.0,5.0
30091,2021-08-31,Utah,1218.0,6.0
30146,2021-09-01,Utah,1686.0,6.0
30201,2021-09-02,Utah,1688.0,12.0
30256,2021-09-03,Utah,1634.0,6.0
30311,2021-09-04,Utah,0.0,0.0
30366,2021-09-05,Utah,0.0,0.0
30421,2021-09-06,Utah,0.0,0.0
30476,2021-09-07,Utah,4659.0,27.0
30531,2021-09-08,Utah,1540.0,8.0
30586,2021-09-09,Utah,2166.0,10.0
30641,2021-09-10,Utah,2189.0,21.0
30696,2021-09-11,Utah,0.0,0.0
30751,2021-09-12,Utah,0.0,0.0
30806,2021-09-13,Utah,4214.0,16.0
30861,2021-09-14,Utah,1276.0,13.0
30916,2021-09-15,Utah,1885.0,11.0
30971,2021-09-16,Utah,1885.0,15.0
31026,2021-09-17,Utah,1749.0,8.0
31081,2021-09-18,Utah,0.0,0.0
31136,2021-09-19,Utah,0.0,0.0
31191,2021-09-20,Utah,3393.0,17.0
31246,2021-09-21,Utah,1330.0,25.0
31302,2021-09-22,Utah,1725.0,12.0
31358,2021-09-23,Utah,1599.0,19.0
31414,2021-09-24,Utah,1672.0,9.0
31470,2021-09-25,Utah,0.0,0.0
31526,2021-09-26,Utah,0.0,0.0
31582,2021-09-27,Utah,3176.0,23.0
31638,2021-09-28,Utah,1132.0,13.0
31694,2021-09-29,Utah,1787.0,15.0
31750,2021-09-30,Utah,1706.0,12.0
31806,2021-10-01,Utah,1715.0,11.0
31862,2021-10-02,Utah,0.0,0.0
31918,2021-10-03,Utah,0.0,0.0
31974,2021-10-04,Utah,3300.0,8.0
32030,2021-10-05,Utah,1265.0,11.0
32086,2021-10-06,Utah,1975.0,12.0
32142,2021-10-07,Utah,1806.0,9.0
32198,2021-10-08,Utah,1637.0,11.0
32254,2021-10-09,Utah,0.0,0.0
32310,2021-10-10,Utah,0.0,0.0
32366,2021-10-11,Utah,0.0,0.0
32422,2021-10-12,Utah,4372.0,31.0
32478,2021-10-13,Utah,1844.0,17.0
32534,2021-10-14,Utah,1253.0,8.0
32590,2021-10-15,Utah,1493.0,17.0
32646,2021-10-16,Utah,0.0,0.0
32702,2021-10-17,Utah,0.0,0.0
32758,2021-10-18,Utah,3036.0,23.0
32814,2021-10-19,Utah,1343.0,5.0
32870,2021-10-20,Utah,1410.0,11.0
32926,2021-10-21,Utah,2341.0,12.0
32982,2021-10-22,Utah,1619.0,10.0
33038,2021-10-23,Utah,0.0,0.0
33094,2021-10-24,Utah,0.0,0.0
33150,2021-10-25,Utah,3637.0,21.0
33206,2021-10-26,Utah,1614.0,10.0
33262,2021-10-27,Utah,2070.0,22.0
33318,2021-10-28,Utah,1862.0,9.0
33374,2021-10-29,Utah,1813.0,18.0
33430,2021-10-30,Utah,0.0,0.0
33486,2021-10-31,Utah,0.0,0.0
33542,2021-11-01,Utah,3177.0,29.0
33598,2021-11-02,Utah,1250.0,11.0
33654,2021-11-03,Utah,2153.0,14.0
33710,2021-11-04,Utah,2267.0,14.0
33766,2021-11-05,Utah,1872.0,10.0
33822,2021-11-06,Utah,0.0,0.0
33878,2021-11-07,Utah,0.0,0.0
33934,2021-11-08,Utah,3972.0,14.0
33990,2021-11-09,Utah,1560.0,13.0
34046,2021-11-10,Utah,1533.0,12.0
34102,2021-11-11,Utah,0.0,0.0
34158,2021-11-12,Utah,3846.0,22.0
34214,2021-11-13,Utah,0.0,0.0
34270,2021-11-14,Utah,0.0,0.0
34326,2021-11-15,Utah,4502.0,26.0
34382,2021-11-16,Utah,1238.0,13.0
34438,2021-11-17,Utah,2129.0,12.0
34494,2021-11-18,Utah,1791.0,13.0
34550,2021-11-19,Utah,1766.0,17.0
34606,2021-11-20,Utah,0.0,0.0
34662,2021-11-21,Utah,0.0,0.0
34718,2021-11-22,Utah,3829.0,14.0
34774,2021-11-23,Utah,1153.0,15.0
34830,2021-11-24,Utah,1806.0,13.0
34886,2021-11-25,Utah,0.0,0.0
34942,2021-11-26,Utah,2416.0,17.0
34998,2021-11-27,Utah,0.0,0.0
35054,2021-11-28,Utah,0.0,0.0
35110,2021-11-29,Utah,2480.0,21.0
35166,2021-11-30,Utah,1195.0,20.0
35222,2021-12-01,Utah,2297.0,17.0
35278,2021-12-02,Utah,1981.0,0.0
35334,2021-12-03,Utah,1875.0,19.0
35390,2021-12-04,Utah,0.0,0.0
35446,2021-12-05,Utah,0.0,0.0
35502,2021-12-06,Utah,3458.0,31.0
35558,2021-12-07,Utah,1122.0,11.0
35614,2021-12-08,Utah,1423.0,16.0
35670,2021-12-09,Utah,1397.0,10.0
35726,2021-12-10,Utah,1332.0,8.0
35782,2021-12-11,Utah,0.0,0.0
35838,2021-12-12,Utah,0.0,0.0
35894,2021-12-13,Utah,2670.0,21.0
35950,2021-12-14,Utah,924.0,12.0
36006,2021-12-15,Utah,1307.0,15.0
36062,2021-12-16,Utah,1105.0,9.0
36118,2021-12-17,Utah,1016.0,7.0
36174,2021-12-18,Utah,0.0,0.0
36230,2021-12-19,Utah,0.0,0.0
36286,2021-12-20,Utah,2502.0,13.0
36342,2021-12-21,Utah,815.0,21.0
36398,2021-12-22,Utah,1407.0,11.0
36454,2021-12-23,Utah,1289.0,5.0
36510,2021-12-24,Utah,0.0,0.0
36566,2021-12-25,Utah,0.0,0.0
36622,2021-12-26,Utah,0.0,0.0
36678,2021-12-27,Utah,4608.0,16.0
36734,2021-12-28,Utah,1816.0,4.0
225,2020-02-28,Oregon,,
235,2020-02-29,Oregon,0.0,0.0
247,2020-03-01,Oregon,1.0,0.0
262,2020-03-02,Oregon,0.0,0.0
278,2020-03-03,Oregon,0.0,0.0
295,2020-03-04,Oregon,0.0,0.0
315,2020-03-05,Oregon,0.0,0.0
341,2020-03-06,Oregon,0.0,0.0
372,2020-03-07,Oregon,4.0,0.0
407,2020-03-08,Oregon,7.0,0.0
444,2020-03-09,Oregon,0.0,0.0
482,2020-03-10,Oregon,1.0,0.0
526,2020-03-11,Oregon,6.0,0.0
573,2020-03-12,Oregon,10.0,0.0
623,2020-03-13,Oregon,0.0,0.0
674,2020-03-14,Oregon,6.0,1.0
727,2020-03-15,Oregon,3.0,0.0
780,2020-03-16,Oregon,7.0,0.0
833,2020-03-17,Oregon,20.0,1.0
887,2020-03-18,Oregon,8.0,1.0
941,2020-03-19,Oregon,13.0,0.0
995,2020-03-20,Oregon,27.0,0.0
1049,2020-03-21,Oregon,23.0,1.0
1103,2020-03-22,Oregon,24.0,1.0
1157,2020-03-23,Oregon,30.0,0.0
1211,2020-03-24,Oregon,18.0,3.0
1265,2020-03-25,Oregon,57.0,2.0
1319,2020-03-26,Oregon,50.0,1.0
1373,2020-03-27,Oregon,99.0,1.0
1428,2020-03-28,Oregon,65.0,1.0
1483,2020-03-29,Oregon,69.0,0.0
1538,2020-03-30,Oregon,58.0,3.0
1593,2020-03-31,Oregon,83.0,2.0
1648,2020-04-01,Oregon,47.0,1.0
1703,2020-04-02,Oregon,90.0,2.0
1758,2020-04-03,Oregon,72.0,1.0
1813,2020-04-04,Oregon,101.0,4.0
1868,2020-04-05,Oregon,68.0,1.0
1923,2020-04-06,Oregon,64.0,2.0
1978,2020-04-07,Oregon,49.0,4.0
2033,2020-04-08,Oregon,58.0,5.0
2088,2020-04-09,Oregon,82.0,6.0
2143,2020-04-10,Oregon,50.0,4.0
2198,2020-04-11,Oregon,76.0,3.0
2253,2020-04-12,Oregon,80.0,1.0
2308,2020-04-13,Oregon,57.0,1.0
2363,2020-04-14,Oregon,49.0,2.0
2418,2020-04-15,Oregon,30.0,3.0
2473,2020-04-16,Oregon,73.0,6.0
2528,2020-04-17,Oregon,49.0,6.0
2583,2020-04-18,Oregon,59.0,2.0
2638,2020-04-19,Oregon,66.0,2.0
2693,2020-04-20,Oregon,46.0,1.0
2748,2020-04-21,Oregon,46.0,3.0
2803,2020-04-22,Oregon,57.0,0.0
2858,2020-04-23,Oregon,68.0,5.0
2913,2020-04-24,Oregon,50.0,3.0
2968,2020-04-25,Oregon,76.0,1.0
3023,2020-04-26,Oregon,58.0,4.0
3078,2020-04-27,Oregon,43.0,1.0
3133,2020-04-28,Oregon,31.0,7.0
3188,2020-04-29,Oregon,61.0,2.0
3243,2020-04-30,Oregon,64.0,2.0
3298,2020-05-01,Oregon,69.0,1.0
3353,2020-05-02,Oregon,56.0,5.0
3408,2020-05-03,Oregon,45.0,0.0
3463,2020-05-04,Oregon,79.0,0.0
3518,2020-05-05,Oregon,80.0,4.0
3573,2020-05-06,Oregon,77.0,2.0
3628,2020-05-07,Oregon,73.0,6.0
3683,2020-05-08,Oregon,79.0,3.0
3738,2020-05-09,Oregon,92.0,3.0
3793,2020-05-10,Oregon,68.0,0.0
3848,2020-05-11,Oregon,58.0,3.0
3903,2020-05-12,Oregon,73.0,0.0
3958,2020-05-13,Oregon,57.0,4.0
4013,2020-05-14,Oregon,63.0,3.0
4068,2020-05-15,Oregon,62.0,0.0
4123,2020-05-16,Oregon,71.0,0.0
4178,2020-05-17,Oregon,11.0,0.0
4233,2020-05-18,Oregon,64.0,1.0
4288,2020-05-19,Oregon,39.0,2.0
4343,2020-05-20,Oregon,75.0,4.0
4398,2020-05-21,Oregon,16.0,1.0
4453,2020-05-22,Oregon,47.0,2.0
4508,2020-05-23,Oregon,24.0,0.0
4563,2020-05-24,Oregon,39.0,1.0
4618,2020-05-25,Oregon,22.0,0.0
4673,2020-05-26,Oregon,19.0,0.0
4728,2020-05-27,Oregon,73.0,0.0
4783,2020-05-28,Oregon,46.0,3.0
4838,2020-05-29,Oregon,46.0,0.0
4893,2020-05-30,Oregon,52.0,2.0
4948,2020-05-31,Oregon,58.0,0.0
5003,2020-06-01,Oregon,60.0,1.0
5058,2020-06-02,Oregon,35.0,3.0
5113,2020-06-03,Oregon,61.0,2.0
5168,2020-06-04,Oregon,76.0,0.0
5223,2020-06-05,Oregon,110.0,2.0
5278,2020-06-06,Oregon,87.0,2.0
5333,2020-06-07,Oregon,137.0,1.0
5388,2020-06-08,Oregon,118.0,0.0
5443,2020-06-09,Oregon,100.0,5.0
5498,2020-06-10,Oregon,72.0,0.0
5553,2020-06-11,Oregon,153.0,2.0
5608,2020-06-12,Oregon,136.0,3.0
5663,2020-06-13,Oregon,155.0,1.0
5718,2020-06-14,Oregon,101.0,1.0
5773,2020-06-15,Oregon,187.0,4.0
5828,2020-06-16,Oregon,280.0,2.0
5883,2020-06-17,Oregon,124.0,1.0
5938,2020-06-18,Oregon,155.0,4.0
5993,2020-06-19,Oregon,202.0,1.0
6048,2020-06-20,Oregon,90.0,0.0
6103,2020-06-21,Oregon,263.0,2.0
6158,2020-06-22,Oregon,170.0,2.0
6213,2020-06-23,Oregon,202.0,0.0
6268,2020-06-24,Oregon,145.0,3.0
6323,2020-06-25,Oregon,143.0,4.0
6378,2020-06-26,Oregon,403.0,5.0
6433,2020-06-27,Oregon,102.0,0.0
6488,2020-06-28,Oregon,238.0,0.0
6543,2020-06-29,Oregon,161.0,3.0
6598,2020-06-30,Oregon,186.0,3.0
6653,2020-07-01,Oregon,324.0,1.0
6708,2020-07-02,Oregon,325.0,1.0
6763,2020-07-03,Oregon,299.0,3.0
6818,2020-07-04,Oregon,294.0,1.0
6873,2020-07-05,Oregon,300.0,2.0
6928,2020-07-06,Oregon,176.0,0.0
6983,2020-07-07,Oregon,241.0,6.0
7038,2020-07-08,Oregon,218.0,4.0
7093,2020-07-09,Oregon,375.0,5.0
7148,2020-07-10,Oregon,254.0,2.0
7203,2020-07-11,Oregon,350.0,0.0
7258,2020-07-12,Oregon,319.0,2.0
7313,2020-07-13,Oregon,341.0,3.0
7368,2020-07-14,Oregon,323.0,7.0
7423,2020-07-15,Oregon,295.0,2.0
7478,2020-07-16,Oregon,412.0,3.0
7533,2020-07-17,Oregon,301.0,4.0
7588,2020-07-18,Oregon,389.0,3.0
7643,2020-07-19,Oregon,355.0,3.0
7698,2020-07-20,Oregon,321.0,2.0
7753,2020-07-21,Oregon,350.0,8.0
7808,2020-07-22,Oregon,179.0,2.0
7863,2020-07-23,Oregon,329.0,3.0
7918,2020-07-24,Oregon,407.0,8.0
7973,2020-07-25,Oregon,320.0,1.0
8028,2020-07-26,Oregon,272.0,5.0
8083,2020-07-27,Oregon,358.0,-2.0
8138,2020-07-28,Oregon,297.0,16.0
8193,2020-07-29,Oregon,386.0,8.0
8248,2020-07-30,Oregon,361.0,5.0
8303,2020-07-31,Oregon,344.0,7.0
8358,2020-08-01,Oregon,307.0,4.0
8413,2020-08-02,Oregon,280.0,2.0
8468,2020-08-03,Oregon,298.0,3.0
8523,2020-08-04,Oregon,305.0,2.0
8578,2020-08-05,Oregon,279.0,6.0
8633,2020-08-06,Oregon,271.0,1.0
8688,2020-08-07,Oregon,408.0,8.0
8743,2020-08-08,Oregon,353.0,7.0
8798,2020-08-09,Oregon,261.0,1.0
8853,2020-08-10,Oregon,216.0,3.0
8908,2020-08-11,Oregon,294.0,10.0
8963,2020-08-12,Oregon,247.0,6.0
9018,2020-08-13,Oregon,286.0,9.0
9073,2020-08-14,Oregon,299.0,1.0
9128,2020-08-15,Oregon,404.0,1.0
9183,2020-08-16,Oregon,244.0,-1.0
9238,2020-08-17,Oregon,199.0,3.0
9293,2020-08-18,Oregon,224.0,8.0
9348,2020-08-19,Oregon,202.0,9.0
9403,2020-08-20,Oregon,289.0,4.0
9458,2020-08-21,Oregon,259.0,9.0
9513,2020-08-22,Oregon,276.0,1.0
9568,2020-08-23,Oregon,227.0,0.0
9623,2020-08-24,Oregon,236.0,10.0
9678,2020-08-25,Oregon,234.0,4.0
9733,2020-08-26,Oregon,167.0,2.0
9788,2020-08-27,Oregon,200.0,6.0
9843,2020-08-28,Oregon,294.0,13.0
9898,2020-08-29,Oregon,224.0,3.0
9953,2020-08-30,Oregon,261.0,3.0
10008,2020-08-31,Oregon,169.0,4.0
10063,2020-09-01,Oregon,235.0,0.0
10118,2020-09-02,Oregon,127.0,6.0
10173,2020-09-03,Oregon,271.0,2.0
10228,2020-09-04,Oregon,249.0,6.0
10283,2020-09-05,Oregon,252.0,1.0
10338,2020-09-06,Oregon,188.0,1.0
10393,2020-09-07,Oregon,146.0,4.0
10448,2020-09-08,Oregon,164.0,5.0
10503,2020-09-09,Oregon,119.0,7.0
10558,2020-09-10,Oregon,187.0,2.0
10613,2020-09-11,Oregon,227.0,-1.0
10668,2020-09-12,Oregon,268.0,5.0
10723,2020-09-13,Oregon,181.0,4.0
10778,2020-09-14,Oregon,151.0,2.0
10833,2020-09-15,Oregon,176.0,8.0
10888,2020-09-16,Oregon,192.0,2.0
10943,2020-09-17,Oregon,212.0,0.0
10998,2020-09-18,Oregon,283.0,3.0
11053,2020-09-19,Oregon,249.0,3.0
11108,2020-09-20,Oregon,202.0,1.0
11163,2020-09-21,Oregon,197.0,4.0
11218,2020-09-22,Oregon,324.0,3.0
11273,2020-09-23,Oregon,190.0,3.0
11328,2020-09-24,Oregon,356.0,2.0
11383,2020-09-25,Oregon,459.0,5.0
11438,2020-09-26,Oregon,253.0,4.0
11493,2020-09-27,Oregon,239.0,0.0
11548,2020-09-28,Oregon,175.0,0.0
11603,2020-09-29,Oregon,302.0,6.0
11658,2020-09-30,Oregon,257.0,5.0
11713,2020-10-01,Oregon,311.0,1.0
11768,2020-10-02,Oregon,315.0,5.0
11823,2020-10-03,Oregon,332.0,6.0
11878,2020-10-04,Oregon,259.0,1.0
11933,2020-10-05,Oregon,285.0,1.0
11988,2020-10-06,Oregon,291.0,7.0
12043,2020-10-07,Oregon,299.0,4.0
12098,2020-10-08,Oregon,475.0,11.0
12153,2020-10-09,Oregon,417.0,4.0
12208,2020-10-10,Oregon,387.0,0.0
12263,2020-10-11,Oregon,338.0,0.0
12318,2020-10-12,Oregon,209.0,0.0
12373,2020-10-13,Oregon,316.0,5.0
12428,2020-10-14,Oregon,387.0,4.0
12483,2020-10-15,Oregon,361.0,4.0
12538,2020-10-16,Oregon,411.0,7.0
12593,2020-10-17,Oregon,369.0,2.0
12648,2020-10-18,Oregon,216.0,0.0
12703,2020-10-19,Oregon,267.0,8.0
12758,2020-10-20,Oregon,350.0,6.0
12813,2020-10-21,Oregon,309.0,2.0
12868,2020-10-22,Oregon,367.0,9.0
12923,2020-10-23,Oregon,532.0,4.0
12978,2020-10-24,Oregon,382.0,3.0
13033,2020-10-25,Oregon,362.0,0.0
13088,2020-10-26,Oregon,353.0,3.0
13143,2020-10-27,Oregon,367.0,8.0
13198,2020-10-28,Oregon,407.0,8.0
13253,2020-10-29,Oregon,565.0,1.0
13308,2020-10-30,Oregon,595.0,3.0
13363,2020-10-31,Oregon,535.0,13.0
13418,2020-11-01,Oregon,496.0,1.0
13473,2020-11-02,Oregon,559.0,3.0
13528,2020-11-03,Oregon,482.0,7.0
13583,2020-11-04,Oregon,589.0,6.0
13638,2020-11-05,Oregon,790.0,3.0
13693,2020-11-06,Oregon,769.0,6.0
13748,2020-11-07,Oregon,979.0,13.0
13803,2020-11-08,Oregon,861.0,1.0
13858,2020-11-09,Oregon,707.0,8.0
13913,2020-11-10,Oregon,754.0,3.0
13968,2020-11-11,Oregon,861.0,5.0
14023,2020-11-12,Oregon,1109.0,2.0
14078,2020-11-13,Oregon,1058.0,11.0
14133,2020-11-14,Oregon,1081.0,1.0
14188,2020-11-15,Oregon,862.0,2.0
14243,2020-11-16,Oregon,766.0,10.0
14298,2020-11-17,Oregon,924.0,7.0
14353,2020-11-18,Oregon,1100.0,12.0
14408,2020-11-19,Oregon,1204.0,18.0
14463,2020-11-20,Oregon,1302.0,6.0
14518,2020-11-21,Oregon,1492.0,7.0
14573,2020-11-22,Oregon,1502.0,0.0
14628,2020-11-23,Oregon,1164.0,8.0
14683,2020-11-24,Oregon,1003.0,18.0
14738,2020-11-25,Oregon,1167.0,23.0
14793,2020-11-26,Oregon,1502.0,13.0
14848,2020-11-27,Oregon,827.0,6.0
14903,2020-11-28,Oregon,1673.0,9.0
14958,2020-11-29,Oregon,1614.0,8.0
15013,2020-11-30,Oregon,1334.0,12.0
15068,2020-12-01,Oregon,1201.0,19.0
15123,2020-12-02,Oregon,1551.0,24.0
15178,2020-12-03,Oregon,1088.0,12.0
15233,2020-12-04,Oregon,2147.0,30.0
15288,2020-12-05,Oregon,1802.0,23.0
15343,2020-12-06,Oregon,1253.0,6.0
15398,2020-12-07,Oregon,1307.0,16.0
15453,2020-12-08,Oregon,1279.0,33.0
15508,2020-12-09,Oregon,1226.0,30.0
15563,2020-12-10,Oregon,1530.0,12.0
15618,2020-12-11,Oregon,1596.0,23.0
15673,2020-12-12,Oregon,1405.0,8.0
15728,2020-12-13,Oregon,1014.0,3.0
15783,2020-12-14,Oregon,1189.0,10.0
15838,2020-12-15,Oregon,1051.0,45.0
15893,2020-12-16,Oregon,1532.0,54.0
15948,2020-12-17,Oregon,1312.0,17.0
16003,2020-12-18,Oregon,1372.0,22.0
16058,2020-12-19,Oregon,1505.0,34.0
16113,2020-12-20,Oregon,1116.0,1.0
16168,2020-12-21,Oregon,950.0,10.0
16223,2020-12-22,Oregon,1211.0,31.0
16278,2020-12-23,Oregon,929.0,27.0
16333,2020-12-24,Oregon,802.0,8.0
16388,2020-12-25,Oregon,1011.0,14.0
16443,2020-12-26,Oregon,515.0,0.0
16498,2020-12-27,Oregon,1386.0,5.0
16553,2020-12-28,Oregon,569.0,2.0
16608,2020-12-29,Oregon,955.0,19.0
16663,2020-12-30,Oregon,1043.0,21.0
16718,2020-12-31,Oregon,1628.0,7.0
16773,2021-01-01,Oregon,1448.0,16.0
16828,2021-01-02,Oregon,971.0,2.0
16883,2021-01-03,Oregon,1397.0,7.0
16938,2021-01-04,Oregon,728.0,7.0
16993,2021-01-05,Oregon,1035.0,33.0
17048,2021-01-06,Oregon,735.0,21.0
17103,2021-01-07,Oregon,844.0,6.0
17158,2021-01-08,Oregon,1760.0,13.0
17213,2021-01-09,Oregon,1629.0,17.0
17268,2021-01-10,Oregon,1207.0,0.0
17323,2021-01-11,Oregon,924.0,21.0
17378,2021-01-12,Oregon,1184.0,41.0
17433,2021-01-13,Oregon,1318.0,47.0
17488,2021-01-14,Oregon,1137.0,21.0
17543,2021-01-15,Oregon,1050.0,26.0
17598,2021-01-16,Oregon,1116.0,37.0
17653,2021-01-17,Oregon,793.0,1.0
17708,2021-01-18,Oregon,646.0,10.0
17763,2021-01-19,Oregon,617.0,5.0
17818,2021-01-20,Oregon,675.0,25.0
17873,2021-01-21,Oregon,830.0,9.0
17928,2021-01-22,Oregon,866.0,24.0
17983,2021-01-23,Oregon,761.0,8.0
18038,2021-01-24,Oregon,568.0,3.0
18093,2021-01-25,Oregon,419.0,7.0
18148,2021-01-26,Oregon,768.0,17.0
18203,2021-01-27,Oregon,708.0,27.0
18258,2021-01-28,Oregon,720.0,10.0
18313,2021-01-29,Oregon,946.0,10.0
18368,2021-01-30,Oregon,688.0,16.0
18423,2021-01-31,Oregon,0.0,0.0
18478,2021-02-01,Oregon,956.0,8.0
18533,2021-02-02,Oregon,605.0,21.0
18588,2021-02-03,Oregon,627.0,10.0
18643,2021-02-04,Oregon,717.0,7.0
18698,2021-02-05,Oregon,815.0,4.0
18753,2021-02-06,Oregon,604.0,10.0
18808,2021-02-07,Oregon,381.0,2.0
18863,2021-02-08,Oregon,297.0,9.0
18918,2021-02-09,Oregon,513.0,7.0
18973,2021-02-10,Oregon,543.0,10.0
19028,2021-02-11,Oregon,607.0,7.0
19083,2021-02-12,Oregon,494.0,42.0
19138,2021-02-13,Oregon,458.0,28.0
19193,2021-02-14,Oregon,247.0,0.0
19248,2021-02-15,Oregon,183.0,0.0
19303,2021-02-16,Oregon,411.0,1.0
19358,2021-02-17,Oregon,382.0,11.0
19413,2021-02-18,Oregon,456.0,6.0
19468,2021-02-19,Oregon,477.0,0.0
19523,2021-02-20,Oregon,521.0,4.0
19578,2021-02-21,Oregon,107.0,0.0
19633,2021-02-22,Oregon,321.0,7.0
19688,2021-02-23,Oregon,506.0,5.0
19743,2021-02-24,Oregon,424.0,33.0
19798,2021-02-25,Oregon,512.0,10.0
19853,2021-02-26,Oregon,321.0,2.0
19908,2021-02-27,Oregon,413.0,2.0
19963,2021-02-28,Oregon,282.0,0.0
20018,2021-03-01,Oregon,276.0,4.0
20073,2021-03-02,Oregon,215.0,9.0
20128,2021-03-03,Oregon,299.0,31.0
20183,2021-03-04,Oregon,327.0,22.0
20238,2021-03-05,Oregon,271.0,17.0
20293,2021-03-06,Oregon,178.0,2.0
20348,2021-03-07,Oregon,187.0,0.0
20403,2021-03-08,Oregon,261.0,3.0
20458,2021-03-09,Oregon,418.0,3.0
20513,2021-03-10,Oregon,331.0,5.0
20568,2021-03-11,Oregon,289.0,9.0
20623,2021-03-12,Oregon,481.0,5.0
20678,2021-03-13,Oregon,297.0,1.0
20733,2021-03-14,Oregon,190.0,0.0
20788,2021-03-15,Oregon,255.0,4.0
20843,2021-03-16,Oregon,212.0,15.0
20898,2021-03-17,Oregon,264.0,10.0
20953,2021-03-18,Oregon,294.0,4.0
21008,2021-03-19,Oregon,426.0,7.0
21063,2021-03-20,Oregon,274.0,4.0
21118,2021-03-21,Oregon,190.0,1.0
21173,2021-03-22,Oregon,268.0,3.0
21228,2021-03-23,Oregon,301.0,3.0
21283,2021-03-24,Oregon,360.0,0.0
21338,2021-03-25,Oregon,417.0,1.0
